name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
BNA1006,"EnBW Energie Baden-Württemberg AG",Mühlstraße,74399,Walheim,DE,148,"Hard coal","Steam turbine",no,1967,,49.017472,9.157389,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA1035,"Mark-E AG",,58791,Werdohl,DE,186,"Hard coal","Steam turbine",,1971,,51.27559,7.70637,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA1037,"Mark-E AG",,58791,Werdohl,DE,310,"Hard coal","Steam turbine",no,1982,,51.276361,7.705667,11WD7GARE5XELKWD,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA1046a,"RWE Generation SE",,59368,Werne,DE,614,"Hard coal","Steam turbine",no,1984,,51.672453,7.709947,11WD7GERS-X-KW-C,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA1061,"Uniper Kraftwerke GmbH ",,26386,Wilhelmshaven,DE,757,"Hard coal","Steam turbine",no,1976,,53.565819,8.146245,11WD2WI1K000303F,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA1075a,"Volkswagen AG",,38436,Wolfsburg,DE,61.5,"Hard coal","Steam turbine",yes,2000,,51.25292,9.43796,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA1075b,"Volkswagen AG",,38436,Wolfsburg,DE,61.5,"Hard coal","Steam turbine",yes,2000,,52.43279,10.78611,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA1076a,"Volkswagen AG",,38436,Wolfsburg,DE,138.5,"Hard coal","Steam turbine",yes,1985,,51.25292,9.43796,11WD2WBWK000317H,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA1076b,"Volkswagen AG",,38436,Wolfsburg,DE,138.5,"Hard coal","Steam turbine",yes,1985,,52.44223,10.76454,11WD2WBWK000317H,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA1084,"WSW Energie & Wasser AG",,42117,Wuppertal,DE,85,"Hard coal","Steam turbine",yes,1992,,51.24835,7.11874,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA1093,"ENGIE Deutschland AG","Leininger Str. 1",85406,Zolling,DE,472,"Hard coal","Steam turbine",yes,1985,CHP,48.455353,11.799456,11WD2ZOLL0002880,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA1331,"R.D.M. Arnsberg GmbH","Hellefelderstr. 51",59821,Arnsberg,DE,19,"Hard coal","Steam turbine",yes,1923,,51.39139,8.07304,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA1405a,"Fernwärme Ulm GmbH","Magirusstr. 21",89077,Ulm,DE,20.7,"Hard coal","Steam turbine",yes,1992,,48.39704,9.96484,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA1500,"Nordzucker AG","An der Zuckerfabrik 1",29525,Uelzen,DE,40,"Hard coal","Steam turbine",yes,1965,,52.9751813,10.5573974,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA1508,"Trianel Kohlekraftwerk Lünen GmbH & Co. KG","Frydagstr. 40",44536,Lünen,DE,735,"Hard coal","Steam turbine",yes,2013,CHP,51.6124,7.46532,11WD7KWHU----KW9,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA1558,"Vattenfall Heizkraftwerk Moorburg GmbH","Moorburger Schanze 2",21079,Hamburg,DE,800,"Hard coal","Steam turbine",yes,2015,CHP,53.486245,9.953149,11WD8MOOR1C----G,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA1673,"Vattenfall Heizkraftwerk Moorburg GmbH","Moorburger Schanze 2",21079,Hamburg,DE,800,"Hard coal","Steam turbine",yes,2015,CHP,53.486245,9.953149,11WD8MOOR1C----G,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA1674,"ENGIE Deutschland AG",Niedersachsendamm,26386,Wilhelmshaven,DE,731,"Hard coal","Steam turbine",no,2015,,53.578698,8.132685,11XGSKW-WHV----V,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0010a,"Rheinkraftwerk Albbruck-Dogern AG","Kraftwerkstrasse 34",79774,Albbruck,DE,79.5,Hydro,Run-of-river,no,1934,,47.58629,8.13207,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0010b,"Rheinkraftwerk Albbruck-Dogern AG",Zollstrasse,79804,Dogern,DE,24,Hydro,Run-of-river,no,2009,,47.598482,8.170982,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0012c,"Sappi Alfeld GmbH","Mühlenmarsch 1",31061,Alfeld,DE,0.1,Hydro,Run-of-river,no,1912,,51.98513,9.82246,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0042,"Innwerk AG","Am Innwerk 13",94072,"Bad Füssing",DE,84,Hydro,Run-of-river,no,1944,,48.3206154,13.3160755,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0045,"EnBW Energie Baden-Württemberg AG","Murger Weg 2",79713,"Bad Säckingen",DE,36.8,Hydro,Run-of-river,no,1966,,47.5585312,7.9556579,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0046,"Schluchseewerk Aktiengesellschaft","Stollenweg 2",79713,"Bad Säckingen",DE,360,Hydro,"Pumped storage",no,1966,,47.565416,7.954035,11WD4SWSW5HD7--F,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0065,"Donau-Wasserkraft AG",,86673,Bergheim,DE,23.7,Hydro,Run-of-river,no,1970,,48.750807,11.273237,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0173,"Alzwerke GmbH","Johannes-Hess Straße 24",84489,Burghausen,DE,45,Hydro,Run-of-river,no,1922,,48.1769,12.84045,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0228,"Uniper Kraftwerke GmbH ","Kraftwerkstraße 10",34549,"Edertal Hemfurth-Edersee",DE,145,Hydro,"Pumped storage",no,1931,,51.167139,9.046832,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0229,"Uniper Kraftwerke GmbH ","Kraftwerkstraße 10",34549,"Edertal Hemfurth-Edersee",DE,480,Hydro,"Pumped storage",no,1974,,51.167139,9.046832,11WD2W2--0002757,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0230,"Uniper Kraftwerke GmbH ",Ederstraße,34549,"Edertal Hemfurth-Edersee",DE,20,Hydro,RES,no,1915,,51.167139,9.046832,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0259,"Innwerk AG","Innwerkstraße 38",94140,Ering,DE,72.5,Hydro,Run-of-river,no,1942,,48.2935129,13.1585196,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0268,"Mark-E AG",,57413,Finnentrop,DE,138,Hydro,"Pumped storage",no,1969,,51.22475,7.99281,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0278,"EnBW Energie Baden-Württemberg AG","Werkstraße 5",76596,Forbach,DE,22,Hydro,Run-of-river,no,1918,,48.6731884,8.355705841,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0279,"EnBW Energie Baden-Württemberg AG","Werkstraße 5",76596,Forbach,DE,43,Hydro,"Pumped storage",no,1926,,48.6693835,8.353047617,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0324,"VERBUND-Innkraftwerke GmbH","Agg 4",83536,Gars,DE,25,Hydro,Run-of-river,no,1938,,48.15395,12.31107,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0327,"Vattenfall Wasserkraft GmbH","Elbuferstr. 49",21502,Geesthacht,DE,119.1,Hydro,"Pumped storage",no,1958,,53.42605,10.3359,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0328,"Vattenfall Wasserkraft GmbH","Elbuferstr. 49",21502,Geesthacht,DE,,Hydro,"Pumped storage",no,1958,,53.42605,10.3359,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0329,"Vattenfall Wasserkraft GmbH","Elbuferstr. 49",21502,Geesthacht,DE,,Hydro,"Pumped storage",no,1958,,53.42605,10.3359,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0337,"Donau-Wasserkraft AG",,97737,Gemünden,DE,164,Hydro,"Pumped storage",no,1974,,50.05313,9.58137,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0350,"Vattenfall Wasserkraft GmbH","Am Rotseifenbach",98746,Goldisthal,DE,1052,Hydro,"Pumped storage",no,2004,,50.50975864,11.02087498,11WD8GOLD1H----6,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0351,"Vattenfall Wasserkraft GmbH","Am Rotseifenbach",98746,Goldisthal,DE,,Hydro,"Pumped storage",no,2003,,50.50975864,11.02087498,11WD8GOLD1H----6,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0352,"Vattenfall Wasserkraft GmbH","Am Rotseifenbach",98746,Goldisthal,DE,,Hydro,"Pumped storage",no,2003,,50.50975864,11.02087498,11WD8GOLD1H----6,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0353,"Vattenfall Wasserkraft GmbH","Am Rotseifenbach",98746,Goldisthal,DE,,Hydro,"Pumped storage",no,2004,,50.50975864,11.02087498,11WD8GOLD1H----6,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0362,"Energiedienst AG",,79639,Grenzach-Wyhlen,DE,37.9,Hydro,Run-of-river,no,1912,,47.5523554,7.6580881,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0364,"Innwerk AG","Am Kraftwerk 2",94107,Griesbach,DE,66,Hydro,Run-of-river,no,1955,,48.5195636,13.7085052,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0422,"Uniper Kraftwerke GmbH ","Haupstraße 26",91230,Happurg,DE,160,Hydro,"Pumped storage",no,1958,,49.48712,11.47479,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0426,"Schluchseewerk Aktiengesellschaft","Schwarzabruck 2",79837,Häusern,DE,100,Hydro,"Pumped storage",no,1931,,47.75459,8.18787,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0443,"RWE Power AG",,A-58313,Herdecke,DE,165,Hydro,"Pumped storage",no,1989,,51.41048,7.45314,11WD7KOEP2P--KWG,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0465,"Vattenfall Wasserkraft GmbH","Preßwitzer Str. 25",7338,Hohenwarte,DE,59.8,Hydro,"Pumped storage",no,1959,,50.61433423,11.49212837,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0466,"Vattenfall Wasserkraft GmbH","Preßwitzer Str. 25",7338,Hohenwarte,DE,,Hydro,"Pumped storage",no,1959,,50.61433423,11.49212837,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0467,"Vattenfall Wasserkraft GmbH","Preßwitzer Str. 25",7338,Hohenwarte,DE,317.8,Hydro,"Pumped storage",no,1965,,50.60384898,11.47517681,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0468,"Vattenfall Wasserkraft GmbH","Preßwitzer Str. 25",7338,Hohenwarte,DE,,Hydro,"Pumped storage",no,1965,,50.60384898,11.47517681,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0469,"Vattenfall Wasserkraft GmbH","Preßwitzer Str. 25",7338,Hohenwarte,DE,,Hydro,"Pumped storage",no,1965,,50.60384898,11.47517681,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0470,"Vattenfall Wasserkraft GmbH","Preßwitzer Str. 25",7338,Hohenwarte,DE,,Hydro,"Pumped storage",no,1966,,50.60384898,11.47517681,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0471,"Vattenfall Wasserkraft GmbH","Preßwitzer Str. 25",7338,Hohenwarte,DE,,Hydro,"Pumped storage",no,1965,,50.60384898,11.47517681,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0472,"Vattenfall Wasserkraft GmbH","Preßwitzer Str. 25",7338,Hohenwarte,DE,,Hydro,"Pumped storage",no,1966,,50.60384898,11.47517681,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0473,"Vattenfall Wasserkraft GmbH","Preßwitzer Str. 25",7338,Hohenwarte,DE,,Hydro,"Pumped storage",no,1966,,50.60384898,11.47517681,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0474,"Vattenfall Wasserkraft GmbH","Preßwitzer Str. 25",7338,Hohenwarte,DE,,Hydro,"Pumped storage",no,1966,,50.60384898,11.47517681,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0494,"Rheinkraftwerk Iffezheim GmbH","An der Staustufe 27",76473,Iffezheim,DE,148,Hydro,Run-of-river,no,1978,,48.83135,8.11216,11WD4IFFE5G----Z,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0529,"Innwerk AG","Ach 6",84375,Kirchdorf,DE,100,Hydro,Run-of-river,no,1953,,48.063827,10.128443,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0540,"Uniper Kraftwerke GmbH ","Altjoch 21",82431,"Kochel am See",DE,124,Hydro,Reservoir,no,1924,,47.631354,11.337054,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0558,"Statkraft Markets GmbH",,37547,Kreiensen,DE,220,Hydro,"Pumped storage",no,1964,,51.89912,9.92452,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0652,"Vattenfall Wasserkraft GmbH","Oberbeckenstr. 8",8352,Markersbach,DE,1045.2,Hydro,"Pumped storage",no,1979,,50.51938,12.87976,11WD8MARK1H----7,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0653,"Vattenfall Wasserkraft GmbH","Oberbeckenstr. 8",8352,Markersbach,DE,,Hydro,"Pumped storage",no,1980,,50.51938,12.87976,11WD8MARK1H----7,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0654,"Vattenfall Wasserkraft GmbH","Oberbeckenstr. 8",8352,Markersbach,DE,,Hydro,"Pumped storage",no,1980,,50.51938,12.87976,11WD8MARK1H----7,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0655,"Vattenfall Wasserkraft GmbH","Oberbeckenstr. 8",8352,Markersbach,DE,,Hydro,"Pumped storage",no,1981,,50.51938,12.87976,11WD8MARK1H----7,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0656,"Vattenfall Wasserkraft GmbH","Oberbeckenstr. 8",8352,Markersbach,DE,,Hydro,"Pumped storage",no,1981,,50.51938,12.87976,11WD8MARK1H----7,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0657,"Vattenfall Wasserkraft GmbH","Oberbeckenstr. 8",8352,Markersbach,DE,,Hydro,"Pumped storage",no,1980,,50.51938,12.87976,11WD8MARK1H----7,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0669,"EnBW Energie Baden-Württemberg AG","Unterer Hof 2",72555,Metzingen-Glems,DE,90,Hydro,"Pumped storage",no,1964,,48.50499,9.28692,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0689,"Donau-Wasserkraft AG",,86633,"Neuburg an der Donau",DE,20.2,Hydro,Run-of-river,no,1969,,48.734459,11.14382,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0695,"VERBUND-Innkraftwerke GmbH","Innstr. 11",84524,Neuötting,DE,26.1,Hydro,Run-of-river,no,1951,,48.24856,12.6882725,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0715,"innogy SE",,56332,Lehmen,DE,20,Hydro,Run-of-river,no,1962,,50.274724,7.458957,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0721,"Vattenfall Wasserkraft GmbH","Am Fährhaus 4",1462,Niederwartha,DE,39.8,Hydro,"Pumped storage",no,1958,,51.09153428,13.60982895,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0722,"Vattenfall Wasserkraft GmbH","Am Fährhaus 4",1462,Niederwartha,DE,,Hydro,"Pumped storage",no,1958,,51.09153428,13.60982895,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0747,"Innwerk AG","Am Inn 19",83131,Nußdorf,DE,48,Hydro,Run-of-river,no,1982,,47.74473,12.13573,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0748,"Innwerk AG","Untere Innauen 1",83080,Oberaudorf,DE,60,Hydro,Run-of-river,no,1992,,47.64133,12.19903,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0782,"Rhein-Main-Donau GmbH","Schleusenweg 10",94034,Passau,DE,53.7,Hydro,Run-of-river,no,1927,,48.5797112,13.4082738,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0784,"Innwerk AG","Innstraße 121",94036,Passau,DE,86.4,Hydro,Run-of-river,no,1965,,48.5533054,13.4336591,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0792,"VERBUND-Innkraftwerke GmbH",Niederperach,84567,Perach,DE,19.4,Hydro,Run-of-river,no,1977,,48.0261021,12.789632,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0795,"Rhein-Main-Donau GmbH",,93102,Pfatter,DE,25,Hydro,Run-of-river,no,1985,,48.974806,12.344002,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0825,"EnBW Energie Baden-Württemberg AG","Kraftwerkstraße 24",79790,Küssaberg,DE,19,Hydro,Run-of-river,no,1942,,47.57136,8.33826,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0835,"Energiedienst AG",,79618,Rheinfelden,DE,46.7,Hydro,Run-of-river,no,2010,,47.56990573,7.810113464,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0839,"VERBUND-Innkraftwerke GmbH","Ahornstr. 10",83101,Rohrdorf,DE,35.1,Hydro,Run-of-river,no,1960,,47.83825,12.15333,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0847,"Uniper Kraftwerke GmbH ","Forggenseestraße 100",87672,Roßhaupten,DE,45.5,Hydro,RES,no,1954,,47.651451,10.735525,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0854,"VERBUND-Innkraftwerke GmbH","Oberwöhrn 100",83543,Rott,DE,38.2,Hydro,Run-of-river,no,1970,,47.96092,12.1561,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0859,"EnBW Energie Baden-Württemberg AG","Postfach 1370",79603,Rheinfelden,DE,30,Hydro,Run-of-river,no,1930,,47.585377,7.832657,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0880,"innogy SE",,54340,Schleich,DE,24,Hydro,Run-of-river,no,1962,,49.810941,6.843882,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0882,"Vattenfall Wasserkraft GmbH",Gräfenwarth,7907,Schleiz,DE,79.8,Hydro,"Pumped storage",no,1932,,50.52438482,11.71438694,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0883,"Vattenfall Wasserkraft GmbH",Gräfenwarth,7907,Schleiz,DE,,Hydro,"Pumped storage",no,1932,,50.52438482,11.71438694,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0912,"VERBUND-Innkraftwerke GmbH","Ponschabaustr. 25",83564,Soyen,DE,25,Hydro,Run-of-river,no,1938,,48.05736,12.22093,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0921,"VERBUND-Innkraftwerke GmbH","Innstufenstr. 15",84533,Stammham,DE,23.2,Hydro,Run-of-river,no,1955,,48.24932,12.86469,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0929,"Rhein-Main-Donau GmbH","Kagerser Hauptstraße 164",94315,Straubing,DE,21.5,Hydro,Run-of-river,no,1994,,48.89659,12.55752,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0946a,"ENGIE Deutschland AG","Seestraße 6",92555,Trausnitz,DE,28,Hydro,"Pumped storage",no,1958,,49.55226,12.28127,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0946b,"ENGIE Deutschland AG","Seestraße 6",92555,Trausnitz,DE,3.3,Hydro,Run-of-river,no,1955,,49.55226,12.28127,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0946c,"ENGIE Deutschland AG","Seestraße 6",92555,Trausnitz,DE,1.8,Hydro,Run-of-river,no,1952,,49.55226,12.28127,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0950,"VERBUND-Innkraftwerke GmbH","Werkstr. 18",84513,Töging,DE,85.3,Hydro,Run-of-river,no,1924,,48.2518176,12.5873078,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0953,"ENGIE Deutschland AG","Seestraße 6",92555,Trausnitz,DE,99,Hydro,"Pumped storage",no,1955,,49.53002,12.28481,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0972,"Stadtwerke München GmbH",,83620,Vagen,DE,48,Hydro,"Pumped storage",no,1983,,47.873938,11.87099,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0973,"Stadtwerke München GmbH",,83620,Vagen,DE,44,Hydro,"Pumped storage",no,1960,,47.873938,11.87099,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA0996,"Donau-Wasserkraft AG",,85088,Vohburg,DE,23.3,Hydro,Run-of-river,no,1992,,48.778103,11.60119,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1003,"Schluchseewerk Aktiengesellschaft","Kraftwerkstraße 13",79761,Waldshut-Tiengen,DE,150,Hydro,"Pumped storage",no,1951,,47.61777,8.1926,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1008,"Stadtwerke München GmbH",,85368,Wang,DE,25,Hydro,Run-of-river,no,1930,,48.473474,11.95481,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1013,"VERBUND-Innkraftwerke GmbH","Innwerkstr. 15",83512,Wasserburg,DE,24.1,Hydro,Run-of-river,no,1938,,48.05699,12.22074,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1019,"Schluchseewerk Aktiengesellschaft","Todtmooserstr. 150",79664,Wehr,DE,910,Hydro,"Pumped storage",no,1975,,47.64529898,7.91819945,11WD4SWSW5HD7--F,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1031,"Vattenfall Wasserkraft GmbH",Hangstraße,38889,Wendefurth,DE,79.7,Hydro,"Pumped storage",no,1967,,51.74223,10.91879,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1032,"Vattenfall Wasserkraft GmbH",Hangstraße,38889,Wendefurth,DE,,Hydro,"Pumped storage",no,1968,,51.74223,10.91879,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1066,"innogy SE",,54487,Wintrich,DE,20,Hydro,Run-of-river,no,1965,,49.879784,6.948762,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1071,"Schluchseewerk Aktiengesellschaft",Schwarzatalstr.5,79777,Witznau,DE,220,Hydro,"Pumped storage",no,1943,,47.68791,8.25159,11WD4SWSW5HD7--F,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1098,"Weserkraftwerk Bremen GmbH & Co. KG",,28207,"Bremen (Hastedt)",DE,9.9,Hydro,Run-of-river,no,2011,,53.061134,8.864937,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1102,"Bigge Energie GmbH & Co. KG","In der Stesse 14",57439,Attendorn,DE,15,Hydro,RES,no,1965,,51.093173,7.86272,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1118,"Uniper Kraftwerke GmbH ",Dessau,86977,Burggen,DE,10.3,Hydro,Run-of-river,no,1967,,47.739292,10.825702,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1126,"Kernkraftwerk Obrigheim GmbH",,88451,Dettingen,DE,11,Hydro,Run-of-river,no,1927,,48.527536,9.3488325,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1129,"Uniper Kraftwerke GmbH ","Bayernwerkstraße 55",84130,Dingolfing,DE,15,Hydro,Run-of-river,no,1957,,48.63404,12.48369,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1134,"Uniper Kraftwerke GmbH ","Am Moosrain 10",85462,Eitting,DE,26,Hydro,Run-of-river,no,1925,,48.3585905,11.8821921,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1135,"innogy SE",,56821,Ellenz-Poltersdorf,DE,16.4,Hydro,Run-of-river,no,1963,,50.123918,7.225915,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1136,"Bayerische Elektrizitätswerke GmbH",,86679,Ellgau,DE,9.7,Hydro,Run-of-river,no,1952,,48.596746,10.8789,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1137,"innogy SE",,56850,Enkirch,DE,18.4,Hydro,Run-of-river,no,1966,,49.97667,7.127777,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1140,"Uniper Kraftwerke GmbH ","Kraftwerkstraße 22",84051,Essenbach,DE,17.8,Hydro,Run-of-river,no,1951,,51.536513,14.382898,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1143,"innogy SE",,54450,Freudenburg,DE,12.1,Hydro,Run-of-river,no,1985,,49.566954,6.592348,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1152,"innogy SE",,52396,Heimbach,DE,14,Hydro,Run-of-river,no,1938,,50.628507,6.479111,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1153,"innogy SE",,52396,Heimbach,DE,16,Hydro,Run-of-river,no,1905,,50.628568,6.451776,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1157,"Bayerische Elektrizitätswerke GmbH",,89420,Höchstädt,DE,10,Hydro,Run-of-river,no,1982,,48.603156,10.582724,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1160,"Donau-Wasserkraft AG",,85049,Ingolstadt,DE,19.8,Hydro,Run-of-river,no,1971,,48.750317,11.412153,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1169,"Uniper Kraftwerke GmbH ",Lechfeldwiesen,86916,Kaufering,DE,16.7,Hydro,Run-of-river,no,1975,,48.084026,10.864936,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1175,"EnBW Energie Baden-Württemberg AG",,88457,Kirchdorf,DE,14.5,Hydro,Run-of-river,no,1924,,48.0612649,10.1284379,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1181,"innogy SE",,56073,Koblenz,DE,16,Hydro,Run-of-river,no,1951,,50.365855,7.58171,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1189,"Obere Donau Kraftwerke AG",,89415,Lauingen,DE,10.1,Hydro,Run-of-river,no,1965,,48.558394,10.411764,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1191,"Uniper Kraftwerke GmbH ","Via Claudia",86983,Lechbruck,DE,10.1,Hydro,Run-of-river,no,1966,,47.71598,10.825785,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1192,"Uniper Kraftwerke GmbH ","Am Premer Lechsee",86983,Lechbruck,DE,19.2,Hydro,Run-of-river,no,1971,,47.692726,10.797592,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1209,"Bayerische Elektrizitätswerke GmbH",,86405,Meitingen,DE,11.3,Hydro,Run-of-river,no,1922,,48.546994,10.86507,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1210,"Uniper Kraftwerke GmbH ",Friedenaustraße,86504,Merching,DE,12,Hydro,Run-of-river,no,1978,,48.2704497,10.9773463,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1213,"Uniper Kraftwerke GmbH ","Am Kraftwerk 1",85368,Moosburg-Pfrombach,DE,22.3,Hydro,Run-of-river,no,1929,,48.44132,11.99233,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1214,"innogy SE",,56254,Müden,DE,16.4,Hydro,Run-of-river,no,1965,,52.521937,10.360381,,"Renewable energy",Hydro,,,,BNetzA/UBA
BNA1216,"innogy SE",,56858,Neef,DE,16.4,Hydro,Run-of-river,no,1966,,50.087362,7.135809,,"Renewable energy",Hydro,,,,BNetzA/UBA
